STNID;VALUE1;VALUE2;VALUE3;VALUE4;VALUE5;VALUE6;VALUE7;VALUE8;VALUE9;VALUE10;VALUE11;VALUE12;M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;M11;M12
USC00251189;97Q;138Q;211Q;312Q;422Q;518Q;576Q;548Q;438Q;301Q;184Q;87Q;9.7;13.8;21.1;31.2;42.2;51.8;57.6;54.8;43.8;30.1;18.4;8.7
USC00251200;116S;151S;232S;328C;449C;554S;609S;586S;478S;347S;221S;127S;11.6;15.1;23.2;32.8;44.9;55.4;60.9;58.6;47.8;34.7;22.1;12.7
USC00251213;119R;140R;220R;310R;416R;534R;570R;550R;434R;318R;210R;119R;11.9;14;22;31;41.6;53.4;57;55;43.4;31.8;21;11.9
USC00251345;108R;139R;225S;334S;462S;563S;617S;591S;486R;350R;222R;117S;10.8;13.9;22.5;33.4;46.2;56.3;61.7;59.1;48.6;35;22.2;11.7
USC00251361;131Q;140Q;206Q;284Q;378Q;479Q;531Q;526Q;419Q;304Q;201Q;117Q;13.1;14;20.6;28.4;37.8;47.9;53.1;52.6;41.9;30.4;20.1;11.7
USC00251365;105S;138S;227S;334S;452S;556S;615S;595S;488S;364S;234S;124S;10.5;13.8;22.7;33.4;45.2;55.6;61.5;59.5;48.8;36.4;23.4;12.4
USC00251415;113R;152S;247S;348S;460S;568S;622S;603S;493S;349S;227S;125R;11.3;15.2;24.7;34.8;46;56.8;62.2;60.3;49.3;34.9;22.7;12.5
USC00251450;140S;176S;264S;362S;481S;577S;632S;612S;506S;376S;257S;159S;14;17.6;26.4;36.2;48.1;57.7;63.2;61.2;50.6;37.6;25.7;15.9
USC00251560;162C;200C;291C;399S;515S;610S;656S;638S;546S;420C;289C;184C;16.2;20;29.1;39.9;51.5;61;65.6;63.8;54.6;42;28.9;18.4
USC00251578;131Q;151Q;243Q;333Q;430Q;532Q;597Q;574Q;470Q;330Q;214Q;134Q;13.1;15.1;24.3;33.3;43;53.2;59.7;57.4;47;33;21.4;13.4
USC00251590;120S;150R;245S;359C;468S;570S;620S;603S;498S;367S;245S;137S;12;15;24.5;35.9;46.8;57;62;60.3;49.8;36.7;24.5;13.7
USC00251602;140Q;165Q;240Q;329Q;440Q;540Q;603Q;584Q;473Q;343Q;230Q;136Q;14;16.5;24;32.9;44;54;60.3;58.4;47.3;34.3;23;13.6
USC00251660;110R;154R;252R;366R;485R;592R;639R;615R;510R;378R;249R;138R;11;15.4;25.2;36.6;48.5;59.2;63.9;61.5;51;37.8;24.9;13.8
USC00251684;139S;175C;266S;367S;487C;589C;638S;616S;517S;393C;266S;165C;13.9;17.5;26.6;36.7;48.7;58.9;63.8;61.6;51.7;39.3;26.6;16.5
USC00251825;136C;178C;277C;391C;510C;610C;658C;636C;537C;409C;273C;160C;13.6;17.8;27.7;39.1;51;61;65.8;63.6;53.7;40.9;27.3;16
USC00251835;109R;137R;235R;334R;449R;555R;612R;593R;472R;344R;225R;121R;10.9;13.7;23.5;33.4;44.9;55.5;61.2;59.3;47.2;34.4;22.5;12.1
USC00251973;158R;178R;248R;323R;425R;516R;577R;563R;461R;342R;239R;148R;15.8;17.8;24.8;32.3;42.5;51.6;57.7;56.3;46.1;34.2;23.9;14.8
USC00251990;103S;142C;236C;352C;482C;582C;629S;603C;501C;373C;245C;128C;10.3;14.2;23.6;35.2;48.2;58.2;62.9;60.3;50.1;37.3;24.5;12.8
USC00252000;134R;166S;244S;326S;426S;516S;579S;563S;456S;338S;232S;130S;13.4;16.6;24.4;32.6;42.6;51.6;57.9;56.3;45.6;33.8;23.2;13
USC00252020;152C;186S;281S;396C;519C;618S;667S;639S;544S;419S;289S;176C;15.2;18.6;28.1;39.6;51.9;61.8;66.7;63.9;54.4;41.9;28.9;17.6
USC00252037;100R;142R;241R;362R;485R;588R;638R;618R;521R;384R;250R;128R;10;14.2;24.1;36.2;48.5;58.8;63.8;61.8;52.1;38.4;25;12.8
USC00252065;142S;177S;254S;340S;454S;556S;619S;604S;491S;364S;243S;153S;14.2;17.7;25.4;34;45.4;55.6;61.9;60.4;49.1;36.4;24.3;15.3
USC00252100;121R;152S;235S;335S;451R;558S;611S;587R;475R;346S;223S;131S;12.1;15.2;23.5;33.5;45.1;55.8;61.1;58.7;47.5;34.6;22.3;13.1
USC00252145;165R;177R;245R;320R;425R;520R;580R;560R;461R;345R;247R;162R;16.5;17.7;24.5;32;42.5;52;58;56;46.1;34.5;24.7;16.2
USC00252205;116S;156S;253S;366C;485C;589C;640C;616S;516C;392S;261S;144S;11.6;15.6;25.3;36.6;48.5;58.9;64;61.6;51.6;39.2;26.1;14.4
USC00252595;111R;146R;232R;345R;475R;576R;625R;597R;496R;370R;246R;136R;11.1;14.6;23.2;34.5;47.5;57.6;62.5;59.7;49.6;37;24.6;13.6
USC00252647;118S;142S;231S;313S;422S;517R;584S;567S;457S;329R;210S;115S;11.8;14.2;23.1;31.3;42.2;51.7;58.4;56.7;45.7;32.9;21;11.5
USC00252680;135S;161S;243S;340S;455S;550S;609S;589S;483S;362S;236S;138S;13.5;16.1;24.3;34;45.5;55;60.9;58.9;48.3;36.2;23.6;13.8
USC00252741;119R;153R;230R;324R;438R;538S;594R;572R;471R;330R;224R;122R;11.9;15.3;23;32.4;43.8;53.8;59.4;57.2;47.1;33;22.4;12.2
USC00252770;102R;143R;227R;332R;448R;546R;600R;584R;478R;345R;227R;123S;10.2;14.3;22.7;33.2;44.8;54.6;60;58.4;47.8;34.5;22.7;12.3
USC00252790;129Q;159Q;243Q;349Q;475Q;571Q;630Q;603Q;502Q;361Q;250Q;147Q;12.9;15.9;24.3;34.9;47.5;57.1;63;60.3;50.2;36.1;25;14.7
USC00252805;118C;157S;253C;364C;477C;574C;626S;606C;504C;378S;250C;137C;11.8;15.7;25.3;36.4;47.7;57.4;62.6;60.6;50.4;37.8;25;13.7
USC00252820;144S;179S;273S;376S;491S;593S;647S;627S;526S;402S;278S;170S;14.4;17.9;27.3;37.6;49.1;59.3;64.7;62.7;52.6;40.2;27.8;17
USC00252840;134S;170S;266S;373S;498C;594C;643C;618S;517C;395S;265C;161S;13.4;17;26.6;37.3;49.8;59.4;64.3;61.8;51.7;39.5;26.5;16.1
USC00252980;121Q;154Q;253Q;377Q;503Q;606Q;650Q;628Q;525Q;401Q;272Q;154Q;12.1;15.4;25.3;37.7;50.3;60.6;65;62.8;52.5;40.1;27.2;15.4
USC00253015;131Q;140Q;222Q;308Q;408Q;501Q;570Q;545Q;443Q;325Q;205Q;121Q;13.1;14;22.2;30.8;40.8;50.1;57;54.5;44.3;32.5;20.5;12.1
USC00253037;137R;176R;263R;364R;482R;584R;641R;619R;514R;380R;255R;153R;13.7;17.6;26.3;36.4;48.2;58.4;64.1;61.9;51.4;38;25.5;15.3
USC00253050;128S;174S;270S;384S;499S;600S;645S;622S;523S;400S;275S;161S;12.8;17.4;27;38.4;49.9;60;64.5;62.2;52.3;40;27.5;16.1
USC00253065;127Q;168Q;267Q;376Q;498Q;600Q;644Q;615Q;521Q;395Q;268Q;156Q;12.7;16.8;26.7;37.6;49.8;60;64.4;61.5;52.1;39.5;26.8;15.6
USC00253165;73R;113R;211R;334R;451R;552R;605R;586R;472R;359R;232R;106R;7.3;11.3;21.1;33.4;45.1;55.2;60.5;58.6;47.2;35.9;23.2;10.6
USC00253175;166C;205C;295C;401C;517C;612C;658C;640C;547C;425C;296C;190C;16.6;20.5;29.5;40.1;51.7;61.2;65.8;64;54.7;42.5;29.6;19
USC00253185;131C;170C;265C;373C;487C;586C;630C;610C;512C;386C;260C;154C;13.1;17;26.5;37.3;48.7;58.6;63;61;51.2;38.6;26;15.4
USC00253355;129S;154S;225S;313S;421S;515S;581S;565S;459S;339S;219S;129S;12.9;15.4;22.5;31.3;42.1;51.5;58.1;56.5;45.9;33.9;21.9;12.9
USC00253365;149S;180S;264S;358S;479S;573S;628S;609S;505S;376S;250S;154S;14.9;18;26.4;35.8;47.9;57.3;62.8;60.9;50.5;37.6;25;15.4
USC00253425;100S;143S;230S;336S;452S;555S;610S;586S;474S;345S;225S;122S;10;14.3;23;33.6;45.2;55.5;61;58.6;47.4;34.5;22.5;12.2
USC00253467;129Q;166Q;264Q;379Q;504Q;605Q;655Q;631Q;529Q;407Q;279Q;164Q;12.9;16.6;26.4;37.9;50.4;60.5;65.5;63.1;52.9;40.7;27.9;16.4
USC00253515;143R;172R;245R;328R;448R;556R;605R;591R;478R;345R;229R;148R;14.3;17.2;24.5;32.8;44.8;55.6;60.5;59.1;47.8;34.5;22.9;14.8
USC00253595;134R;168R;264R;367C;483C;585C;642C;620C;516C;383S;258S;154R;13.4;16.8;26.4;36.7;48.3;58.5;64.2;62;51.6;38.3;25.8;15.4
USC00253605;141S;157S;223S;297S;398S;489S;551S;532S;424S;302S;206S;129S;14.1;15.7;22.3;29.7;39.8;48.9;55.1;53.2;42.4;30.2;20.6;12.9
USC00253615;117S;142S;215S;289S;392S;485C;552C;534C;431S;311C;201S;115S;11.7;14.2;21.5;28.9;39.2;48.5;55.2;53.4;43.1;31.1;20.1;11.5
USC00253617;140Q;151Q;221Q;302Q;405Q;489Q;564Q;551Q;444Q;330Q;218Q;124Q;14;15.1;22.1;30.2;40.5;48.9;56.4;55.1;44.4;33;21.8;12.4
USC00253618;143Q;155Q;231Q;316Q;418Q;511Q;582Q;551Q;462Q;338Q;227Q;131Q;14.3;15.5;23.1;31.6;41.8;51.1;58.2;55.1;46.2;33.8;22.7;13.1
USC00253630;103S;140C;238C;355C;480C;582C;630C;604C;504C;380C;241S;128C;10.3;14;23.8;35.5;48;58.2;63;60.4;50.4;38;24.1;12.8
USC00253652;92Q;131Q;221Q;336Q;470Q;580Q;623Q;601Q;491Q;361Q;238Q;117Q;9.2;13.1;22.1;33.6;47;58;62.3;60.1;49.1;36.1;23.8;11.7
USC00253660;142C;181C;271S;372S;489S;587S;635S;615S;517S;395S;266S;161S;14.2;18.1;27.1;37.2;48.9;58.7;63.5;61.5;51.7;39.5;26.6;16.1
USC00253710;117R;141S;219S;303R;415R;512S;578S;557R;445R;317S;202R;115S;11.7;14.1;21.9;30.3;41.5;51.2;57.8;55.7;44.5;31.7;20.2;11.5
USC00253715;112S;137R;216S;297S;415S;511S;568S;547S;432S;307S;195S;104R;11.2;13.7;21.6;29.7;41.5;51.1;56.8;54.7;43.2;30.7;19.5;10.4
USC00253735;146S;177S;274S;377S;496S;601S;651S;630S;526S;399S;273S;172S;14.6;17.7;27.4;37.7;49.6;60.1;65.1;63;52.6;39.9;27.3;17.2
USC00253755;162C;184C;250C;331C;432C;525C;591C;574C;477C;359C;250C;160C;16.2;18.4;25;33.1;43.2;52.5;59.1;57.4;47.7;35.9;25;16
USC00253810;142R;171R;241R;326R;440R;539R;600R;581S;477S;358S;241R;144S;14.2;17.1;24.1;32.6;44;53.9;60;58.1;47.7;35.8;24.1;14.4
USC00253910;146S;182S;263S;363S;480S;580S;631S;613S;516S;392S;265S;168S;14.6;18.2;26.3;36.3;48;58;63.1;61.3;51.6;39.2;26.5;16.8
USC00254035;117R;144R;246R;359R;482R;583R;626R;605R;504R;377R;254R;147R;11.7;14.4;24.6;35.9;48.2;58.3;62.6;60.5;50.4;37.7;25.4;14.7
USC00254100;144R;168R;234R;318R;433R;527R;591R;567R;465R;340R;226R;145R;14.4;16.8;23.4;31.8;43.3;52.7;59.1;56.7;46.5;34;22.6;14.5
USC00254101;121Q;147Q;231Q;314Q;423Q;517Q;576Q;556Q;445Q;323Q;211Q;125Q;12.1;14.7;23.1;31.4;42.3;51.7;57.6;55.6;44.5;32.3;21.1;12.5
USC00254110;120S;149S;223S;317S;444S;543S;601S;578S;470S;336S;215S;123S;12;14.9;22.3;31.7;44.4;54.3;60.1;57.8;47;33.6;21.5;12.3
USC00254335;133S;166S;251S;353S;476S;576S;626S;606S;500S;374S;249S;151S;13.3;16.6;25.1;35.3;47.6;57.6;62.6;60.6;50;37.4;24.9;15.1
USC00254432;135R;156R;220R;330R;439R;539R;601R;575R;469R;347R;233R;134R;13.5;15.6;22;33;43.9;53.9;60.1;57.5;46.9;34.7;23.3;13.4
USC00254440;143S;162S;231S;306S;410S;504S;565S;543S;441S;317S;219S;135S;14.3;16.2;23.1;30.6;41;50.4;56.5;54.3;44.1;31.7;21.9;13.5
USC00254455;155S;175S;256C;352S;463S;556S;614S;599S;500S;375C;262C;169S;15.5;17.5;25.6;35.2;46.3;55.6;61.4;59.9;50;37.5;26.2;16.9
USC00254755;128Q;165Q;237Q;333Q;446Q;537Q;598Q;580Q;477Q;341Q;232Q;142Q;12.8;16.5;23.7;33.3;44.6;53.7;59.8;58;47.7;34.1;23.2;14.2
USC00254900;138S;164C;235C;319C;430C;535C;598C;577C;461C;338C;220S;134C;13.8;16.4;23.5;31.9;43;53.5;59.8;57.7;46.1;33.8;22;13.4
USC00254903;125R;155R;227R;308R;416R;509R;577R;549R;446R;321R;216R;123R;12.5;15.5;22.7;30.8;41.6;50.9;57.7;54.9;44.6;32.1;21.6;12.3
USC00254985;121S;160S;248S;347S;466S;571S;625S;603S;492S;364C;241S;142S;12.1;16;24.8;34.7;46.6;57.1;62.5;60.3;49.2;36.4;24.1;14.2
USC00255040;75R;119R;224R;334R;456R;558R;618R;597R;486R;346R;217R;104R;7.5;11.9;22.4;33.4;45.6;55.8;61.8;59.7;48.6;34.6;21.7;10.4
USC00255080;105S;151S;245S;355S;473S;578S;624S;604S;499S;368S;247S;132S;10.5;15.1;24.5;35.5;47.3;57.8;62.4;60.4;49.9;36.8;24.7;13.2
USC00255090;129S;161S;238S;328S;453S;551S;607S;584S;476S;343C;224C;131S;12.9;16.1;23.8;32.8;45.3;55.1;60.7;58.4;47.6;34.3;22.4;13.1
USC00255250;113R;151R;241R;341R;458R;559R;618R;592R;484R;349R;232R;131R;11.3;15.1;24.1;34.1;45.8;55.9;61.8;59.2;48.4;34.9;23.2;13.1
USC00255362;116S;159S;262S;375S;494S;596S;639S;614S;514S;387S;264S;153S;11.6;15.9;26.2;37.5;49.4;59.6;63.9;61.4;51.4;38.7;26.4;15.3
USC00255388;128S;163C;248C;345C;467S;568S;623S;601S;491S;360S;236S;141C;12.8;16.3;24.8;34.5;46.7;56.8;62.3;60.1;49.1;36;23.6;14.1
USC00255470;143S;168S;248R;341R;446R;540R;601S;582S;476R;355R;238R;147R;14.3;16.8;24.8;34.1;44.6;54;60.1;58.2;47.6;35.5;23.8;14.7
USC00255565;139S;173S;262S;362C;488C;585C;641C;617C;513C;390C;260C;157C;13.9;17.3;26.2;36.2;48.8;58.5;64.1;61.7;51.3;39;26;15.7
USC00255590;146R;166R;245R;325R;432R;530R;582R;558R;453R;333R;217R;134R;14.6;16.6;24.5;32.5;43.2;53;58.2;55.8;45.3;33.3;21.7;13.4
USC00255655;134Q;164Q;243Q;336Q;453Q;559Q;621Q;601Q;489Q;367Q;253Q;149Q;13.4;16.4;24.3;33.6;45.3;55.9;62.1;60.1;48.9;36.7;25.3;14.9
USC00255700;142R;163R;249R;332R;451R;541R;594R;586R;479R;361R;242R;149R;14.2;16.3;24.9;33.2;45.1;54.1;59.4;58.6;47.9;36.1;24.2;14.9
USC00255702;122R;150R;230R;322R;427R;526R;586R;574R;463R;331R;214R;131R;12.2;15;23;32.2;42.7;52.6;58.6;57.4;46.3;33.1;21.4;13.1
USC00255810;143S;183S;286S;393S;509S;607S;654S;631S;535S;416S;294S;178S;14.3;18.3;28.6;39.3;50.9;60.7;65.4;63.1;53.5;41.6;29.4;17.8
USC00255868;137R;151R;217R;293R;400R;511R;556R;533R;450R;328R;210R;125R;13.7;15.1;21.7;29.3;40;51.1;55.6;53.3;45;32.8;21;12.5
USC00255925;104C;138C;226C;337C;456S;553C;608C;586C;482C;346C;223C;118C;10.4;13.8;22.6;33.7;45.6;55.3;60.8;58.6;48.2;34.6;22.3;11.8
USC00255960;131R;174R;268R;380R;490R;587R;641R;626R;527R;399R;270R;154R;13.1;17.4;26.8;38;49;58.7;64.1;62.6;52.7;39.9;27;15.4
USC00255997;88R;142R;236R;347R;465R;564R;618R;590R;489R;356R;225R;114R;8.8;14.2;23.6;34.7;46.5;56.4;61.8;59;48.9;35.6;22.5;11.4
USC00256018;86R;132R;226R;339R;462R;572R;611R;586R;481R;357R;226R;117R;8.6;13.2;22.6;33.9;46.2;57.2;61.1;58.6;48.1;35.7;22.6;11.7
USC00256040;105S;144S;237S;341S;456S;557S;606S;588S;484S;357S;230S;125S;10.5;14.4;23.7;34.1;45.6;55.7;60.6;58.8;48.4;35.7;23;12.5
USC00256075;138C;166S;248C;340C;450S;552C;610C;593C;489S;364C;244C;147C;13.8;16.6;24.8;34;45;55.2;61;59.3;48.9;36.4;24.4;14.7
USC00256135;99C;141C;242C;350C;468C;570C;622C;600C;488C;358C;233C;123C;9.9;14.1;24.2;35;46.8;57;62.2;60;48.8;35.8;23.3;12.3
USC00256167;120S;157S;240S;336S;454S;555S;612C;588C;481C;356S;225S;131S;12;15.7;24;33.6;45.4;55.5;61.2;58.8;48.1;35.6;22.5;13.1
USC00256200;147S;181S;249S;335S;445S;549S;613S;596S;481S;354S;242S;149S;14.7;18.1;24.9;33.5;44.5;54.9;61.3;59.6;48.1;35.4;24.2;14.9
USC00256290;109C;140C;231C;342C;462C;563C;617C;596C;487C;359C;233C;127C;10.9;14;23.1;34.2;46.2;56.3;61.7;59.6;48.7;35.9;23.3;12.7
USC00256375;123C;159C;254S;365C;497C;595C;642C;614C;514C;387C;256C;145C;12.3;15.9;25.4;36.5;49.7;59.5;64.2;61.4;51.4;38.7;25.6;14.5
USC00256385;110S;144S;224S;312S;427S;530S;594S;571S;460S;325S;200S;104S;11;14.4;22.4;31.2;42.7;53;59.4;57.1;46;32.5;20;10.4
USC00256395;92S;134S;230S;346S;476S;582S;632S;599S;493S;360S;230S;115S;9.2;13.4;23;34.6;47.6;58.2;63.2;59.9;49.3;36;23;11.5
USC00256439;146R;176R;262R;361R;470R;573R;624R;607R;502R;378R;258R;155R;14.6;17.6;26.2;36.1;47;57.3;62.4;60.7;50.2;37.8;25.8;15.5
USC00256454;124R;162R;248R;355R;472R;574R;624R;604R;500R;369R;244R;137R;12.4;16.2;24.8;35.5;47.2;57.4;62.4;60.4;50;36.9;24.4;13.7
USC00256570;147C;184C;282S;393S;518S;613S;663C;636C;535C;414S;287C;178S;14.7;18.4;28.2;39.3;51.8;61.3;66.3;63.6;53.5;41.4;28.7;17.8
USC00256765;144Q;164Q;239Q;315Q;416Q;500Q;571Q;549Q;454Q;328Q;233Q;153Q;14.4;16.4;23.9;31.5;41.6;50;57.1;54.9;45.4;32.8;23.3;15.3
USC00256970;107S;140S;229R;326R;443S;541R;599S;579S;472S;340S;214S;113S;10.7;14;22.9;32.6;44.3;54.1;59.9;57.9;47.2;34;21.4;11.3
USC00257002;154R;181R;274R;373R;491R;587R;641R;620R;521R;392R;274R;168R;15.4;18.1;27.4;37.3;49.1;58.7;64.1;62;52.1;39.2;27.4;16.8
USC00257040;114S;148S;237S;344S;473S;576S;630S;604S;492S;358S;231S;127S;11.4;14.8;23.7;34.4;47.3;57.6;63;60.4;49.2;35.8;23.1;12.7
USC00257055;125Q;164Q;263Q;377Q;501Q;602Q;649Q;622Q;527Q;396Q;270Q;151Q;12.5;16.4;26.3;37.7;50.1;60.2;64.9;62.2;52.7;39.6;27;15.1
USC00257070;121S;158S;248S;354S;477S;585S;641S;614S;504S;368S;241S;143S;12.1;15.8;24.8;35.4;47.7;58.5;64.1;61.4;50.4;36.8;24.1;14.3
USC00257110;125S;159S;240S;332S;451S;554S;609S;592S;476S;348S;233S;138S;12.5;15.9;24;33.2;45.1;55.4;60.9;59.2;47.6;34.8;23.3;13.8
USC00257318;130R;165R;251R;345R;444R;545R;600R;581R;480R;358R;241R;141R;13;16.5;25.1;34.5;44.4;54.5;60;58.1;48;35.8;24.1;14.1
USC00257401;144Q;179Q;288Q;394Q;523Q;620Q;664Q;637Q;541Q;420Q;292Q;180Q;14.4;17.9;28.8;39.4;52.3;62;66.4;63.7;54.1;42;29.2;18
USC00257415;113R;137R;224R;306R;417R;516R;582R;559R;445R;318R;201R;108R;11.3;13.7;22.4;30.6;41.7;51.6;58.2;55.9;44.5;31.8;20.1;10.8
USC00257515;143S;182S;276S;384S;499S;598S;647S;628S;525S;397S;272S;166S;14.3;18.2;27.6;38.4;49.9;59.8;64.7;62.8;52.5;39.7;27.2;16.6
USC00257667;149Q;164Q;242Q;326Q;428Q;525Q;583Q;570Q;466Q;341Q;224Q;139Q;14.9;16.4;24.2;32.6;42.8;52.5;58.3;57;46.6;34.1;22.4;13.9
USC00257715;120C;164C;263C;383C;504C;605C;653C;627S;529C;394S;264C;146C;12;16.4;26.3;38.3;50.4;60.5;65.3;62.7;52.9;39.4;26.4;14.6
USC00257830;150S;173S;242S;320S;423S;514R;579R;566R;464S;339S;233S;150R;15;17.3;24.2;32;42.3;51.4;57.9;56.6;46.4;33.9;23.3;15
USC00258088;125Q;171Q;268Q;390Q;512Q;613Q;661Q;636Q;539Q;406Q;286Q;161Q;12.5;17.1;26.8;39;51.2;61.3;66.1;63.6;53.9;40.6;28.6;16.1
USC00258090;125S;159S;238S;334S;449S;548S;605S;584S;480S;362R;242S;138S;12.5;15.9;23.8;33.4;44.9;54.8;60.5;58.4;48;36.2;24.2;13.8
USC00258110;102R;141R;238R;355R;481R;583R;634R;608R;505R;376R;244R;130R;10.2;14.1;23.8;35.5;48.1;58.3;63.4;60.8;50.5;37.6;24.4;13
USC00258117;105Q;148Q;248Q;353Q;478Q;580Q;625Q;603Q;500Q;377Q;249Q;133Q;10.5;14.8;24.8;35.3;47.8;58;62.5;60.3;50;37.7;24.9;13.3
USC00258133;118R;146R;226R;321R;435R;534R;588R;572R;463R;339R;219R;128R;11.8;14.6;22.6;32.1;43.5;53.4;58.8;57.2;46.3;33.9;21.9;12.8
USC00258320;132C;168C;259C;366C;492C;592C;643C;616C;517C;387C;257C;151C;13.2;16.8;25.9;36.6;49.2;59.2;64.3;61.6;51.7;38.7;25.7;15.1
USC00258328;135R;184R;285R;392R;507R;611R;656R;634R;523R;399R;276R;159R;13.5;18.4;28.5;39.2;50.7;61.1;65.6;63.4;52.3;39.9;27.6;15.9
USC00258360;113R;147R;234R;339R;449R;540R;591R;580R;476R;348R;236R;135R;11.3;14.7;23.4;33.9;44.9;54;59.1;58;47.6;34.8;23.6;13.5
USC00258395;126S;167S;267S;376S;495S;600S;646S;623S;520S;396S;272S;160S;12.6;16.7;26.7;37.6;49.5;60;64.6;62.3;52;39.6;27.2;16
USC00258410;136Q;175Q;273Q;385Q;502Q;604Q;656Q;630Q;528Q;405Q;286Q;161Q;13.6;17.5;27.3;38.5;50.2;60.4;65.6;63;52.8;40.5;28.6;16.1
USC00258455;101Q;150Q;233Q;340Q;466Q;561Q;632Q;593Q;489Q;347Q;226Q;123Q;10.1;15;23.3;34;46.6;56.1;63.2;59.3;48.9;34.7;22.6;12.3
USC00258465;129C;170S;278S;385S;500S;601S;649S;625S;520S;394S;276C;159C;12.9;17;27.8;38.5;50;60.1;64.9;62.5;52;39.4;27.6;15.9
USC00258480;118S;155S;257S;368S;497S;598C;640C;611C;509C;390C;265C;151C;11.8;15.5;25.7;36.8;49.7;59.8;64;61.1;50.9;39;26.5;15.1
USC00258628;148S;178S;256S;350S;469S;570C;629C;611S;504C;374S;256S;161S;14.8;17.8;25.6;35;46.9;57;62.9;61.1;50.4;37.4;25.6;16.1
USC00258650;119R;143R;217R;310R;420R;526R;583R;573R;450R;333R;210R;128R;11.9;14.3;21.7;31;42;52.6;58.3;57.3;45;33.3;21;12.8
USC00258751;110R;155R;246R;346R;458R;551R;613R;590R;492R;338R;229R;125R;11;15.5;24.6;34.6;45.8;55.1;61.3;59;49.2;33.8;22.9;12.5
USC00258755;160R;185R;262R;358R;469R;560R;617R;604R;501R;384R;262R;168R;16;18.5;26.2;35.8;46.9;56;61.7;60.4;50.1;38.4;26.2;16.8
USC00258795;142R;177R;280R;397R;520R;623R;671R;641R;543R;419R;288R;173R;14.2;17.7;28;39.7;52;62.3;67.1;64.1;54.3;41.9;28.8;17.3
USC00258875;145R;182R;279R;390R;499R;607R;655R;638R;543R;421R;288R;175R;14.5;18.2;27.9;39;49.9;60.7;65.5;63.8;54.3;42.1;28.8;17.5
USC00258905;125R;169R;266R;384R;493R;599R;646R;626R;524R;397R;270R;154R;12.5;16.9;26.6;38.4;49.3;59.9;64.6;62.6;52.4;39.7;27;15.4
USC00258915;113C;162C;256C;366C;478C;580C;620C;604C;508C;388C;256S;139S;11.3;16.2;25.6;36.6;47.8;58;62;60.4;50.8;38.8;25.6;13.9
USC00258920;122S;150S;225S;316S;444S;545S;601S;576S;465S;336S;218S;122S;12.2;15;22.5;31.6;44.4;54.5;60.1;57.6;46.5;33.6;21.8;12.2
USC00258935;106S;145S;246S;363S;491S;594S;640S;613S;511S;378S;254S;134S;10.6;14.5;24.6;36.3;49.1;59.4;64;61.3;51.1;37.8;25.4;13.4
USC00259020;147Q;175Q;245Q;341Q;463Q;563Q;617Q;596Q;489Q;349Q;247Q;154Q;14.7;17.5;24.5;34.1;46.3;56.3;61.7;59.6;48.9;34.9;24.7;15.4
USC00259045;102R;148R;241R;349R;473R;574R;625R;602R;499R;377R;248R;134R;10.2;14.8;24.1;34.9;47.3;57.4;62.5;60.2;49.9;37.7;24.8;13.4
USC00259090;138C;179C;284C;398C;509C;608C;656C;634C;536S;412S;279S;167S;13.8;17.9;28.4;39.8;50.9;60.8;65.6;63.4;53.6;41.2;27.9;16.7
USC00259193;123Q;164Q;261Q;373Q;492Q;586Q;630Q;607Q;515Q;390Q;265Q;154Q;12.3;16.4;26.1;37.3;49.2;58.6;63;60.7;51.5;39;26.5;15.4
USC00259200;109C;152C;257C;371C;491S;596C;644C;619C;512C;384C;261C;141C;10.9;15.2;25.7;37.1;49.1;59.6;64.4;61.9;51.2;38.4;26.1;14.1
USC00259510;157S;192S;287S;395S;521S;625S;675S;648S;550S;421S;292S;186S;15.7;19.2;28.7;39.5;52.1;62.5;67.5;64.8;55;42.1;29.2;18.6
USC00259513;116Q;163Q;253Q;365Q;498Q;593Q;631Q;608Q;514Q;375Q;256Q;142Q;11.6;16.3;25.3;36.5;49.8;59.3;63.1;60.8;51.4;37.5;25.6;14.2
USC00260125;401Q;440Q;481Q;564Q;653Q;763Q;817Q;802Q;717Q;596Q;478Q;392Q;40.1;44;48.1;56.4;65.3;76.3;81.7;80.2;71.7;59.6;47.8;39.2
USC00260150;308S;348S;395S;450S;544S;628S;693S;676S;593S;480S;370S;299S;30.8;34.8;39.5;45;54.4;62.8;69.3;67.6;59.3;48;37;29.9
USC00260438;137S;165S;231S;285S;356S;420R;486C;475S;395S;312S;212S;142S;13.7;16.5;23.1;28.5;35.6;42;48.6;47.5;39.5;31.2;21.2;14.2
USC00260507;233R;248R;290R;334R;409R;483R;571R;557S;476S;381S;289S;223S;23.3;24.8;29;33.4;40.9;48.3;57.1;55.7;47.6;38.1;28.9;22.3
USC00260718;287S;315S;360S;413S;497S;563S;626S;609R;544R;444S;345S;279S;28.7;31.5;36;41.3;49.7;56.3;62.6;60.9;54.4;44.4;34.5;27.9
USC00260795;148R;207R;266R;305R;378S;447R;507S;485R;402R;295R;227R;157R;14.8;20.7;26.6;30.5;37.8;44.7;50.7;48.5;40.2;29.5;22.7;15.7
USC00260800;124C;175S;246S;291C;363S;436S;498S;474C;383S;279S;199S;130S;12.4;17.5;24.6;29.1;36.3;43.6;49.8;47.4;38.3;27.9;19.9;13
USC00260955;155S;223C;299C;355S;442S;525S;582C;561C;476S;363S;254S;170S;15.5;22.3;29.9;35.5;44.2;52.5;58.2;56.1;47.6;36.3;25.4;17
